"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Time In Status","Points Estimate","Points Estimate Rolled Up","Allocation (drop down)","Browser (drop down)","Browser version (short text)","Capability (list relationship)","Capability (drop down)","Component (drop down)","Component (drop down)","Date (date)","Defect Type (drop down)","Due Date (date)","Environment (drop down)","External ticket ID (short text)","Hierarchy 1 (drop down)","OS (drop down)","Points (drop down)","Primary Feature (tasks)","Progress (manual progress)","Project (drop down)","Qualitative Priority (drop down)","RCA (text)","Related Components Impacted (short text)","Reporter (users)","START DATE (date)","Severity (drop down)","Story Type (drop down)","Target (drop down)","TestCase ID (text)","Type (drop down)","Type (drop down)","Type Of Test Performed (drop down)"
"Feature","86b79005x","CHP-3401","Purchase order - Allocation ","created","As a Purchasing Agent
I want to link sales orders to purchase orders and manage allocation
So that I can track fulfillment and reserve inventory for customers

Acceptance Criteria:
Link Sales Orders:
 View table of linked sales orders with: SO ID, customer, part, quantity, value, status
 Add sales orders via search modal
 Select specific SO lines to link
 Specify allocated quantity per SO line
 Display ""Allocated"" quantity for each linked SO
Allocation Management:
 Show allocation details: warehouse location, order delivery period
 View allocation table: SO line, customer, quantity ordered, quantity allocated
 Edit allocation amounts (cannot exceed available or SO quantity)
 Track total allocated vs available
 Link multiple SOs if quantities allow
Status Tracking:
 SO status reflects PO line status
 Click SO ID to navigate to sales order
 Three-dot menu: Edit allocation, Remove link
Business Rules:
Sales orders must have matching part number to PO lines
Cannot allocate more than available PO quantity or SO quantity
For sales-driven POs: Pre-allocated at creation (1:1 locked)
For proactive POs: Post-allocated after receiving (1:many flexible)
Allocation only available after status = Received

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 12:14:22 pm +05:30","Thursday, November 20th 2025, 11:49:39 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4922 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b79ekdq","CHP-3416","Sourcing request - Edit details","created","
","[Phani Yedidi]","none","",0,0,"","","Thursday, October 30th 2025, 12:03:34 pm +05:30","Thursday, October 30th 2025, 12:03:36 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4898 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7h50vr","CHP-3523","Independent offers - Edit individual offers","created","
","[Phani Yedidi]","none","",0,0,"","","Tuesday, November 18th 2025, 11:38:10 am +05:30","Tuesday, November 18th 2025, 11:38:12 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4443 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7hpnuq","CHP-3539","Purchasing flow - Notifications","created","
 
","[Phani Yedidi]","none","",0,0,"","","Wednesday, November 19th 2025, 6:48:27 pm +05:30","Wednesday, November 19th 2025, 6:48:39 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4411 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7kdqce","CHP-3572","Purchase order - PO details","created","Summary 
As a Purchasing Agent
I want to view and edit all purchase order information
So that I can maintain accurate procurement records

Acceptance Criteria:
PO Overview:
 Display PO header: ID, order date, supplier PO#, parts count, total costs, amount due
 Show status summary with progress indicators: Shipped, Arrived, Tested, Received
 Display supplier information: Account name, primary contact, location
 Show active contact with phone/email (clickable)
Supplier & Contact Management:
 View and edit primary contact from dropdown
 Add new contacts to supplier account
 Update account owner and salesperson
 Save/cancel changes with validation
Shipping Information:
 Select delivery warehouse from dropdown (auto-fills address)
 Edit address fields: street, city, state, zip
 Specify INCO terms and ship via method
 Set earliest ship date with ""ship together"" option
 Editable only before PO is shipped
Costs & Invoicing:
 View line-item cost breakdown (part costs subtotal)
 Add freight costs and miscellaneous costs
 Auto-calculate total invoice: Part + Freight + Misc costs
 Display billing contact, address, payment terms, tax rate
 Edit billing information and payment terms
References & Tags:
 Display internal IDs (Chip1 SO ID) and external IDs (Supplier PO ID)
 Add custom IDs for external system references (max 10)
 Add and manage tags for categorization (max 20)
 Tags enable filtering and reporting

","[Phani Yedidi]","none","",0,0,"","","Monday, November 24th 2025, 6:50:21 pm +05:30","Monday, November 24th 2025, 6:53:59 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4291 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7kdqdj","CHP-3573","Purchase Order - PO line details","created","
","[Phani Yedidi]","none","",0,0,"","","Monday, November 24th 2025, 6:50:36 pm +05:30","Monday, November 24th 2025, 6:50:38 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4291 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7ruxke","CHP-3655","Sales/Purchasing workflow changes - Offers on Sourcing request","created","Summary : 
As a purchasing team member
I want to add offers to a sourcing request
So that the sales team can see available options and pricing

Acceptance Criteria:
Status updates to ""Offers Received"" when offers are added
Status updates to ""Offers Gathered"" when purchasing marks gathering complete
Introduce a sub-status ""Target price achieved"" to track when an offer meets target price 
Same should be passed onto UI so they consume and show at relevant sections like list views, status summary, chevrons etc

","[Phani Yedidi]","none","",0,0,"","","Tuesday, December 9th 2025, 1:10:36 pm +05:30","Tuesday, December 9th 2025, 1:13:23 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","3937 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7ruxz0","CHP-3656","Sales/Purchasing workflow changes - Quote creation from offers and quote creation without offers - Advancement into SO","created","Summary : 
As a salesperson
I want to create a quote from a specific offer
So that the system knows which offer they are using for pricing

Acceptance Criteria:
Quote can be created from an offer when the target price is met on offers 
Connection between quote and offer is established
that way quote always has the reference of Sourcing Request and Offer

If the quote is created without the offer but from RFQ 
Quote can still be created without the offer connection 
In such a case when SO is created from such quotes, sourcing request references have to be picked from RFQ 
Sales Order shows both sourcing request and offer 


","[Phani Yedidi]","none","",0,0,"","","Tuesday, December 9th 2025, 1:14:43 pm +05:30","Tuesday, December 9th 2025, 1:39:09 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","3937 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7ruzay","CHP-3657","Sales/Purchasing workflow changes - Request for purchase from Sales Order","created","Summary 
As a sales team agent
I want to create a sourcing request from Sales Order when one doesn't exist and copied from RFQ
So that I can request purchasing even if sales agent quoted without engaging purchasing initially

Acceptance Criteria:
Sourcing request can be created from Sales Order
New sourcing request can connect to existing sourcing request for same part
sourcing request status is directly set to ""Request for purchase"" (Advice - Not set directly to Request for purchase but have an option given to the user to choose the status)
Sales Agent can leave notes about market price and available sources

","[Phani Yedidi]","none","",0,0,"","","Tuesday, December 9th 2025, 1:38:58 pm +05:30","Tuesday, December 9th 2025, 3:43:55 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","3937 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7rv8yb","CHP-3660","Sales/Purchasing workflow changes -","created","
","[Phani Yedidi]","none","",0,0,"","","Tuesday, December 9th 2025, 3:45:00 pm +05:30","Tuesday, December 9th 2025, 3:45:02 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","3934 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b7tafnx","CHP-3667","Offer Improvements","created","Display Supplier Contact Information
Show supplier contact details (name, phone, email) in sourcing request view in an island and as well as on the offer detail page
2. Quantity Alignment per Supplier
Allow editing requested quantity per supplier when creating offer requests
Default to sourcing request quantity with ability to adjust individually
Show historical MOQ data to guide quantity decisions
Support bulk actions: ""Set All to Same"", ""Set to MOQ"", ""Distribute Evenly""
Each supplier receives their specific quantity in email/system
3. Email Integration for Offer Requests
Automatically send professional RFQ emails to suppliers when offer requests are created
Email includes: part details, quantity, target price (optional), delivery date, specifications
Track email delivery status: sent, delivered, opened, bounced
Support resend functionality for failed deliveries
Log all email activity in offer timeline
4. ""No Longer Available"" Status
Add quick action to mark offers as unavailable when supplier cannot fulfill
Require reason selection: out of stock, discontinued, supplier withdrew, etc.
Preserve historical data (don't delete), set display quantity to 0
Update sourcing request metrics automatically
Optional supplier notification email
Support restore/undo by authorized users
5. Standardized Status Lifecycle
Implement clear status progression with defined transitions:
Primary Statuses:
Requested - Offer requested, awaiting response
Received - Supplier provided quote
Recorded - Manually entered by buyer
Under Review - Being evaluated
Recommended - Selected for approval
Approved - Management approved
PO Created - Purchase order generated
Rejected - Not selected
No Longer Available - Supplier cannot fulfill
Expired - Quote validity passed
Sub-statuses: Optional additional context (e.g., ""Received (Complete Response)"", ""Rejected (Higher Price)"")
Status Rules:
Color coding: Blue (Requested), Green (Received/Recorded), Yellow (Under Review/Recommended), Dark Green (Approved/PO Created), Red (Rejected/Unavailable), Gray (Expired)
Allowed transitions defined (e.g., cannot go from PO Created back to Under Review)
Status changes logged with timestamp and user
Trigger appropriate actions and notifications per status
6. Tags for Special Offers
Support tagging offers to highlight special conditions, visible in list view:
System-Generated Tags (Auto-applied):
#AggressiveOffer - Price significantly below target (>15% discount)
#BestPrice - Lowest price among all offers
#FastDelivery - Lead time < 7 days
#PreferredSupplier - From preferred supplier list
#ExpiringOffer - Quote expires within 48 hours
Manual Tags: Users can add custom tags (#HighQuality, #NewSupplier, etc.)
Tag Display:
Show as colored pills in offer list ""Tags"" column
Display max 3 tags, ""+X more"" if exceeds
Click tag to filter offers
Tags included in search and filtering options
Alert notifications for #AggressiveOffer and #ExpiringOffer

","[Phani Yedidi]","none","",0,0,"","","Wednesday, December 10th 2025, 3:31:19 pm +05:30","Wednesday, December 10th 2025, 4:03:03 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","3911 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
